,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
MORF4L2,0.0777010701437657,9.01788868091841,1.06682391865082,0.293453527601347,0.576416104733038,-7.13326654017265,MORF4L2
GRAMD4,-0.290955472368235,3.73860637657397,-1.06677675786235,0.293474526375217,0.576416104733038,-5.96893292374131,GRAMD4
GOLGA7,-0.121721487686033,6.37856642577066,-1.06665072022476,0.293530650954538,0.576416104733038,-6.57411217644431,GOLGA7
ZNRF2,-0.155451762725346,5.28599768660817,-1.06660301731808,0.29355189502701,0.576416104733038,-6.33165521018002,ZNRF2
ZNF597,-0.322567589081315,3.59992758477605,-1.06624139645036,0.293712974739998,0.5765942101964,-5.85426738154583,ZNF597
BICD1,0.218607889400078,4.33463073345763,1.06604118971869,0.293802181060197,0.5765942101964,-6.06326416398907,BICD1
CEP57L1,-0.415234259994746,2.8307131656977,-1.06579637888713,0.293911287453389,0.5765942101964,-5.57845790834851,CEP57L1
MLYCD,-0.187538682108106,4.9496710516474,-1.06577438790576,0.293921089701601,0.5765942101964,-6.23662014766228,MLYCD
SLC25A42,-0.43961908785874,3.34043453799524,-1.06657254799714,0.293923931073914,0.5765942101964,-5.76457827708072,SLC25A42
GAS2L3,-0.226004972897507,5.395968128342,-1.06573107181831,0.293940398060513,0.5765942101964,-6.1863045736166,GAS2L3
RNF4,0.106121064751633,7.1530872454957,1.06564629462286,0.293978190481776,0.5765942101964,-6.78566477573751,RNF4
MRPS10,0.141634132060484,6.22304549976681,1.06515556311358,0.294197018170116,0.576911740879385,-6.52970840571847,MRPS10
PTPN2,0.15666481384606,5.01689031746779,1.06504488994268,0.294246385458075,0.576911740879385,-6.26199564043187,PTPN2
NECTIN1,-0.348920994319711,2.00127014586252,-1.06496059884221,0.294283988550347,0.576911740879385,-5.53412862010617,NECTIN1
LRRC19,-0.211798059357572,4.68968890654345,-1.06476916910023,0.294369399739926,0.576985132117356,-6.20377347208252,LRRC19
RPUSD3,-0.156126227527734,5.3095479373484,-1.06436025069763,0.294551907062154,0.577248783809113,-6.28075127308458,RPUSD3
ANKH,0.140102392151826,6.68401539443157,1.06412248875719,0.294658060700778,0.577362739662472,-6.69385242895716,ANKH
FMNL2,0.363059256801232,3.40986706555815,1.06371759432583,0.294838895619631,0.577622967521957,-5.76079035869625,FMNL2
SLC39A10,-0.335495633002904,3.39562271243267,-1.06317086782286,0.295083199075621,0.577861273830071,-5.76264264938394,SLC39A10
INTS4,-0.188023256069036,5.07842039934755,-1.0630421197222,0.295140750450207,0.577861273830071,-6.25838271760583,INTS4
HAS2,-0.428209300581624,3.09784535999475,-1.06304021404069,0.2951416023632,0.577861273830071,-5.48085133888213,HAS2
PEAR1,0.887040309245683,0.130227978651866,1.06479691604786,0.295156778546587,0.577861273830071,-5.21723676482617,PEAR1
CXXC4,-0.513634861876764,0.834865102139877,-1.06290786772441,0.295200770467445,0.577861273830071,-5.35105652146099,CXXC4
FADS3,-0.192203646240481,4.86812371379916,-1.06271461454502,0.295287183116898,0.577936363115856,-6.18513467493992,FADS3
SEC61G,0.123434807444836,6.76946825614551,1.06246832195205,0.295397337830931,0.578057888397755,-6.67922364231185,SEC61G
TUBAL3,-0.299884691936516,2.7295322520978,-1.06229406280607,0.295475292834338,0.578116373339611,-5.81332773605612,TUBAL3
TAF11,-0.193886257193628,4.36418783991676,-1.0616332137658,0.295771054989307,0.578600923610345,-6.0669776114014,TAF11
TLCD4,0.160495554670836,5.66230129044028,1.06132922391285,0.295907174717834,0.578773067219285,-6.3973223922502,TLCD4
RBM10,0.143496434590285,6.28949291597068,1.06102876786148,0.296041755098401,0.578933990824472,-6.58040040016721,RBM10
RCHY1,-0.173877680752475,5.45649485892847,-1.06082739949064,0.296131976021792,0.578933990824472,-6.37105028739775,RCHY1
EMP1,-0.142469320618826,6.41781634683041,-1.06082319921312,0.296133858115253,0.578933990824472,-6.72976324480067,EMP1
RPS14,-0.0908933542241392,8.98075460784403,-1.06018359828717,0.296420553067434,0.57940029119812,-7.13008625134928,RPS14
BMAL1,0.248645229242882,4.51977246012953,1.05998636689156,0.296508999233122,0.579478994763853,-6.09643716239324,BMAL1
SLFN12,0.53089337950973,2.0249611845034,1.0593526231866,0.296793319101144,0.579940414107142,-5.37152225056752,SLFN12
NDST1,-0.259725645204791,4.73224247531517,-1.05913730488096,0.296915591285037,0.580085090380952,-6.18525774056459,NDST1
ZNF429,-0.257215394209596,3.91063288225538,-1.05888382197036,0.297003762372219,0.580096427563142,-5.98865898832321,ZNF429
MYO5A,0.586157058566719,1.17586918545006,1.05885242542967,0.29701785989306,0.580096427563142,-5.41005067870738,MYO5A
POLK,0.30425489087943,3.80400049930316,1.05820936032139,0.297306708596147,0.58056629067801,-5.91660275012409,POLK
ZNF599,-0.5395969779107,1.38126034477413,-1.05775659438794,0.29751019724598,0.580869341278799,-5.31280079952418,ZNF599
DHX34,0.219405910192031,4.23372205678339,1.05746530493012,0.29764116414722,0.581030722479891,-6.0300006186074,DHX34
CLPTM1,0.176213033437815,5.58002853871607,1.05716359349679,0.297776859279633,0.581201279869547,-6.41108479695502,CLPTM1
COG2,-0.139489801648002,6.17254430106355,-1.05700394606074,0.297848678388583,0.581247128830033,-6.55060624761113,COG2
ENOSF1,0.164337881331804,5.84167136351112,1.05658338259491,0.298037931198096,0.581522095801347,-6.40503396647872,ENOSF1
RINL,-0.736812920109858,0.255679691520355,-1.05604632114776,0.298279729785578,0.5818618802194,-5.18598562772466,RINL
PPM1H,-0.164856604976191,6.69494595087056,-1.05628479309585,0.298308834574941,0.5818618802194,-6.66382662419776,PPM1H
