,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
SPIRE2,-0.541351684135691,5.42689543867759,-2.99393091450042,0.00506315278815425,0.0361317720132128,-3.10815112099273,SPIRE2
DDX41,0.309923792251944,6.77266426505569,2.99378129553865,0.00506511745358583,0.0361317720132128,-3.41884935678407,DDX41
KCTD10,-0.344879836264091,6.9287598621468,-2.99205034569119,0.00508789911503677,0.0362559872483013,-3.46403871309598,KCTD10
PTBP3,-0.300058907723153,7.88497527697268,-2.99200027013513,0.00508855961379667,0.0362559872483013,-3.64309047231149,PTBP3
NID2,-1.66050413360669,0.697598841054008,-2.98910305270629,0.00512691202002335,0.0365076204054593,-2.15866629581289,NID2
ISG15,0.514633134962734,5.4943058079254,2.98649317320091,0.00516169396474662,0.0367335463396495,-3.08042934297002,ISG15
LPIN1,0.522968296311161,5.18735317459138,2.98526558840571,0.00517813085201159,0.0368287284193633,-3.03685937771029,LPIN1
TTC39B,0.845559163866512,3.95598578844849,2.98468357246747,0.00518594105447023,0.0368590682074646,-2.7295127610256,TTC39B
NDUFA1,-0.298272671859998,8.19086555654922,-2.98428194492682,0.00519133705943261,0.0368590682074646,-3.73568430365364,NDUFA1
STAT5A,-0.630225957125774,5.25344882187111,-2.98426307480644,0.00519159071617569,0.0368590682074646,-3.00625056523864,STAT5A
HMOX1,-0.750307353367672,4.12236091194662,-2.98385425765549,0.00519708900524831,0.0368763359682132,-2.70973937868145,HMOX1
NAA20,0.320254567750689,7.06405883559405,2.98322286622449,0.00520559154187948,0.0369148876616654,-3.50264487563451,NAA20
SP6,-0.529291530069836,5.13963784022487,-2.98165717444363,0.00522673230403092,0.0370429637127754,-3.09533902717096,SP6
IVNS1ABP,-0.27283328719251,7.83338605839296,-2.98042790517109,0.00524338720733592,0.0371391153961302,-3.7218369512968,IVNS1ABP
SPCS3,0.502455338545463,5.61778621161957,2.97975805512794,0.00525248379530539,0.0371816495621765,-3.1134100116823,SPCS3
PHF20,0.434557744132552,5.59808758917015,2.97936240773287,0.00525786368683089,0.0371830495777999,-3.15985556053535,PHF20
SLC29A1,-0.284229818343076,7.50524621668914,-2.97928882375275,0.00525886483178163,0.0371830495777999,-3.59266391737875,SLC29A1
POLD4,-1.0755270192155,2.32406307489533,-2.97688341157484,0.00529169071228208,0.0373931634527712,-2.33960901975966,POLD4
MAOB,-1.31465413653336,2.81110006063588,-2.97642824256175,0.00529792394417453,0.037415226821249,-2.42848877254152,MAOB
HELLS,0.577768448936019,5.91624046825569,2.97425586252624,0.00532776865499923,0.0376039164399506,-3.10385732735628,HELLS
RMI2,0.296746539460774,6.61216846919489,2.96988035592324,0.0053883620069462,0.0380078913706759,-3.43359060275198,RMI2
